chr,chr_bkpt,peak,mark,is_bkpt
chr17,88912563,157,TFs_and_others_PITX3,0
chr17,88912563,1103,TFs_and_others_MAU2,0
chr17,88912563,229,Histone_H3K4me3,0
chr17,88912563,705,Histone_H3K9me3,0
chr17,88912563,620,Histone_H3.3,0
chr17,88912563,297,Histone_H4K20me1,0
chr17,181136907,339,Histone_H3K27ac,0
chr17,181136907,157,TFs_and_others_PITX3,0
chr17,181136907,1103,TFs_and_others_MAU2,0
chr17,181136907,229,Histone_H3K4me3,0
chr17,181136907,705,Histone_H3K9me3,0
chr17,181136907,620,Histone_H3.3,0
chr17,181136907,297,Histone_H4K20me1,0
chr12,28940984,352,Histone_H3K27ac,0
chr12,28940984,77,Histone_H3.3,0
chr12,28940984,217,Histone_H3K4me1,0
chr17,110625014,339,Histone_H3K27ac,0
chr17,110625014,157,TFs_and_others_PITX3,0
chr17,110625014,1103,TFs_and_others_MAU2,0
chr17,110625014,229,Histone_H3K4me3,0
chr17,110625014,705,Histone_H3K9me3,0
chr17,110625014,620,Histone_H3.3,0
chr17,110625014,297,Histone_H4K20me1,0
chr21,36405426,213,Histone_H3K27ac,0
chr21,36405426,208,Histone_H3K4me3,0
chr21,36405426,189,Histone_H3K9me3,0
chr21,36405426,277,Histone_H3K27me3,0
chr21,36405426,200,Histone_H3K4me1,0
chr9,36560148,172,Histone_H3K27me3,0
chr1,165593561,133,Histone_H3K27me3,0
chr3,85148873,129,Histone_H3K27ac,0
chr3,85148873,150,Histone_H3K9me3,0
chr17,57632283,428,Histone_H3K27me3,0
chr2,110769940,176,Histone_H3K27me3,0
chr17,103421844,339,Histone_H3K27ac,0
chr17,103421844,157,TFs_and_others_PITX3,0
chr17,103421844,1103,TFs_and_others_MAU2,0
chr17,103421844,229,Histone_H3K4me3,0
chr17,103421844,705,Histone_H3K9me3,0
chr17,103421844,620,Histone_H3.3,0
chr17,103421844,297,Histone_H4K20me1,0
chr11,79041989,1455,Histone_H3K27ac,0
chr11,79041989,181,Histone_H3K36me3,0
chr11,79041989,124,TFs_and_others_MYCN,0
chr11,79041989,190,Histone_H3K4me1,0
chr17,192620118,339,Histone_H3K27ac,0
chr17,192620118,157,TFs_and_others_PITX3,0
chr17,192620118,1103,TFs_and_others_MAU2,0
chr17,192620118,229,Histone_H3K4me3,0
chr17,192620118,705,Histone_H3K9me3,0
chr17,192620118,620,Histone_H3.3,0
chr17,192620118,297,Histone_H4K20me1,0
chr19,13355974,170,TFs_and_others_CIC,0
chr17,128045106,339,Histone_H3K27ac,0
chr17,128045106,157,TFs_and_others_PITX3,0
chr17,128045106,1103,TFs_and_others_MAU2,0
chr17,128045106,229,Histone_H3K4me3,0
chr17,128045106,705,Histone_H3K9me3,0
chr17,128045106,620,Histone_H3.3,0
chr17,128045106,297,Histone_H4K20me1,0
chr11,65218967,81,TFs_and_others_ARNTL,0
chr11,65218967,164,Histone_H3K27ac,0
chr11,65218967,238,Histone_H3K36me3,0
chr11,65218967,827,TFs_and_others_BMI1,0
chr11,65218967,535,Histone_H3K9me3,0
chr11,65218967,767,TFs_and_others_MCM3,0
chr11,65218967,146,Histone_H3K79me2,0
chr11,65218967,480,Histone_H3K27me3,0
chr11,65218967,219,TFs_and_others_CIC,0
chr17,133524665,339,Histone_H3K27ac,0
chr17,133524665,157,TFs_and_others_PITX3,0
chr17,133524665,1103,TFs_and_others_MAU2,0
chr17,133524665,229,Histone_H3K4me3,0
chr17,133524665,705,Histone_H3K9me3,0
chr17,133524665,620,Histone_H3.3,0
chr17,133524665,297,Histone_H4K20me1,0
chrX,28623378,169,Histone_H3K36me3,0
chrX,28623378,100,Histone_H3K9me3,0
chrX,28623378,102,Histone_H3K27me3,0
chr3,57898212,234,Histone_H3K27ac,0
chr3,57898212,95,TFs_and_others_BRD4,0
chr3,187759081,121,Histone_H3K4me1,0
chr8,85481133,71,TFs_and_others_BMI1,0
chr8,85481133,133,Histone_H3K27me3,0
chr8,85481133,118,TFs_and_others_ZNF92,0
chr12,67927042,153,TFs_and_others_EP300,0
chr3,159971395,218,TFs_and_others_GATA3,0
chr2,205938230,954,TFs_and_others_TFAP2B,0
chr2,205938230,216,TFs_and_others_SMARCA4,0
chr2,205938230,355,TFs_and_others_GATA3,0
chr2,205938230,342,TFs_and_others_ISL1,0
chr2,205938230,492,Histone_H3K27ac,0
chr2,205938230,282,TFs_and_others_RARA,0
chr2,205938230,179,TFs_and_others_MAML3,0
chr2,205938230,166,TFs_and_others_BRD4,0
chr2,205938230,396,TFs_and_others_EP300,0
chr2,205938230,115,TFs_and_others_MEIS1,0
chr2,205938230,224,TFs_and_others_EBF3,0
chr2,205938230,362,TFs_and_others_GATA2,0
chr2,205938230,201,Histone_H3.3,0
chr2,205938230,938,TFs_and_others_TEAD4,0
chr2,205938230,824,TFs_and_others_PHOX2B,0
chr2,205938230,160,TFs_and_others_TCF4,0
chr2,205938230,298,TFs_and_others_HAND2,0
chr15,22880991,200,TFs_and_others_TCF12,0
chr3,159617824,214,Histone_H3K36me3,0
chr3,159617824,138,Histone_H3K27me3,0
chr5,73332341,184,Histone_H3K27me3,0
chr5,73332341,140,Histone_H3K4me1,0
chr1,24515186,98,Histone_H3K27me3,0
chr17,14350376,169,Histone_H3K27ac,0
chr17,14350376,90,Histone_H3K4me3,0
chr17,3897998,179,Histone_H3K9me3,0
chr11,128377892,313,Histone_H3K9ac,0
chr11,128377892,420,Histone_H3K27ac,0
chr11,128377892,334,Histone_H3K4me3,0
chr11,128377892,133,Histone_H3.3,0
chr17,140632647,339,Histone_H3K27ac,0
chr17,140632647,157,TFs_and_others_PITX3,0
chr17,140632647,1103,TFs_and_others_MAU2,0
chr17,140632647,229,Histone_H3K4me3,0
chr17,140632647,705,Histone_H3K9me3,0
chr17,140632647,620,Histone_H3.3,0
chr17,140632647,297,Histone_H4K20me1,0
chrX,153039840,205,Histone_H3K27ac,0
chrX,153039840,715,TFs_and_others_ASCL1,0
chr17,43176484,145,TFs_and_others_JUN,0
chr17,43176484,161,TFs_and_others_SMARCA4,0
chr17,43176484,808,TFs_and_others_STAG2,0
chr17,43176484,146,Histone_H3K27ac,0
chr17,43176484,196,TFs_and_others_CHD7,0
chr17,43176484,476,TFs_and_others_RAD21,0
chr17,43176484,2198,TFs_and_others_CTCF,0
chr17,43176484,314,TFs_and_others_EP300,0
chr17,43176484,207,Histone_H3K27me3,0
chr17,43176484,193,Histone_H3K4me1,0
chr17,43176484,367,TFs_and_others_ASCL1,0
chr17,43176484,1576,TFs_and_others_STAG1,0
chr17,43176484,338,TFs_and_others_SMC3,0
chr2,144292059,139,Histone_H3K4me2,0
chr2,144292059,156,Histone_H3K4me3,0
chr2,144292059,146,Histone_H3K4me1,0
chr21,23970037,108,TFs_and_others_MECP2,0
chr21,23970037,192,Histone_H3K27ac,0
chr21,23970037,1027,Histone_H3K4me3,0
chr21,23970037,336,Histone_H3K9me3,0
chr21,23970037,89,TFs_and_others_GTF3C2,0
chr21,23970037,101,Histone_H4K20me3,0
chr21,23970037,499,Histone_H3K27me3,0
chr21,23970037,355,TFs_and_others_CIC,0
chr21,23970037,119,Histone_H3K4me1,0
chr20,57268180,130,TFs_and_others_ARID1B,0
chr20,57268180,1752,Histone_H3K27ac,0
chr20,57268180,192,TFs_and_others_BRD2,0
chr20,57268180,139,TFs_and_others_BMI1,0
chr20,57268180,648,Histone_H3K4me2,0
chr20,57268180,340,Histone_H3K9K14ac,0
chr20,57268180,1917,Histone_H3K4me3,0
chr20,57268180,984,TFs_and_others_MYCN,0
chr20,57268180,513,TFs_and_others_BRD4,0
chr20,57268180,316,TFs_and_others_MAX,0
chr20,57268180,261,Histone_H3K4me1,0
chr7,106747463,204,Histone_H3K27me3,0
chr17,154812064,339,Histone_H3K27ac,0
chr17,154812064,157,TFs_and_others_PITX3,0
chr17,154812064,1103,TFs_and_others_MAU2,0
chr17,154812064,229,Histone_H3K4me3,0
chr17,154812064,705,Histone_H3K9me3,0
chr17,154812064,620,Histone_H3.3,0
chr17,154812064,297,Histone_H4K20me1,0
chr9,45914214,156,Histone_H3K9me3,0
chr9,45914214,122,TFs_and_others_GTF3C2,0
chr9,45914214,96,TFs_and_others_BRD3,0
chr9,45914214,135,Histone_H3K4me1,0
chr6,52383201,599,Histone_H3K9ac,0
chr6,52383201,120,TFs_and_others_MGMT,0
chr6,52383201,1744,Histone_H3K27ac,0
chr6,52383201,770,Histone_H3K4me2,0
chr6,52383201,552,Histone_H3K4me3,0
chr6,52383201,213,Histone_H3.3,0
chr6,52383201,439,Histone_H3K4me1,0
chr6,52383201,134,Histone_H3.3 K27M mutant,0
chr6,27728708,121,Histone_H3K4me1,0
chr6,27728708,101,Histone_H3K27M,0
chr11,113395459,637,TFs_and_others_OTX2,0
chr1,69413682,169,Histone_H3K27me3,0
chrX,114925532,101,TFs_and_others_STAG1,0
chr5,43543813,254,TFs_and_others_OTX2,0
chr6,27564688,95,Histone_H3K27me3,0
chr22,46842598,109,Histone_H3K27ac,0
chr22,46842598,269,Histone_H3K27me3,0
chr22,46842598,365,Histone_H3K4me1,0
chr17,151443170,339,Histone_H3K27ac,0
chr17,151443170,157,TFs_and_others_PITX3,0
chr17,151443170,1103,TFs_and_others_MAU2,0
chr17,151443170,229,Histone_H3K4me3,0
chr17,151443170,705,Histone_H3K9me3,0
chr17,151443170,620,Histone_H3.3,0
chr17,151443170,297,Histone_H4K20me1,0
chr1,95015907,206,Histone_H3K27ac,0
chr1,95015907,163,Histone_H3K4me3,0
chr1,95015907,359,Histone_H3K27me3,0
chr1,95015907,211,Histone_H3K4me1,0
chr6,56096304,117,Histone_H3K27ac,0
chr6,56096304,103,Histone_H3K4me2,0
chr6,56096304,120,Histone_H3K4me3,0
chr6,56096304,220,Histone_H3K4me1,0
chrX,153209582,1319,Histone_H3K27ac,0
chrX,153209582,1033,Histone_H3K4me3,0
chrX,153209582,110,Histone_H3K4me1,0
chr17,74363843,215,TFs_and_others_OTX2,0
chr12,57579564,150,Histone_H3K36me3,0
chr2,202331424,172,TFs_and_others_ARID1A,0
chr2,202331424,1015,TFs_and_others_JUN,0
chr2,202331424,290,TFs_and_others_HOXC9,0
chr2,202331424,520,TFs_and_others_SMARCA4,0
chr2,202331424,303,TFs_and_others_ISL1,0
chr2,202331424,1068,Histone_H3K27ac,0
chr2,202331424,408,TFs_and_others_RARA,0
chr2,202331424,127,Histone_H3K4me2,0
chr2,202331424,121,Histone_H3K4me3,0
chr2,202331424,1531,TFs_and_others_TCF12,0
chr2,202331424,121,TFs_and_others_EP300,0
chr2,202331424,221,Histone_H3.3,0
chr2,202331424,844,TFs_and_others_TEAD4,0
chr2,202331424,136,Histone_H3K4me1,0
chr2,202331424,310,TFs_and_others_PHOX2B,0
chr2,202331424,120,TFs_and_others_BNC2,0
chr2,202331424,103,TFs_and_others_TCF4,0
chr2,202331424,66,Histone_H3K27M,0
chr2,202331424,192,TFs_and_others_HAND2,0
chr20,11657253,818,Histone_H3K27ac,0
chr20,11657253,108,Histone_H3K4me2,0
chr20,11657253,667,Histone_H3K4me3,0
chr20,11657253,776,TFs_and_others_RAD21,0
chr20,11657253,3218,TFs_and_others_CTCF,0
chr20,11657253,181,Histone_H3.3,0
chr20,11657253,87,Histone_H3K4me1,0
chr20,11657253,2040,TFs_and_others_STAG1,0
chrX,25944183,400,TFs_and_others_JUN,0
chrX,25944183,139,Histone_H3K27ac,0
chrX,25944183,150,Histone_H3K4me2,0
chrX,25944183,351,Histone_H3K4me3,0
chrX,25944183,183,Histone_H3K4me1,0
chrX,14819055,975,Histone_H3K27ac,0
chr18,56530440,825,Histone_H3K9ac,0
chr18,56530440,239,TFs_and_others_ARID1B,0
chr18,56530440,107,TFs_and_others_MGMT,0
chr18,56530440,424,TFs_and_others_CHD8,0
chr18,56530440,1868,Histone_H3K27ac,0
chr18,56530440,633,TFs_and_others_BRD2,0
chr18,56530440,1770,Histone_H3K4me2,0
chr18,56530440,330,Histone_H3K9K14ac,0
chr18,56530440,1981,Histone_H3K4me3,0
chr18,56530440,150,TFs_and_others_MYCN,0
chr18,56530440,698,TFs_and_others_BRD4,0
chr18,56530440,244,TFs_and_others_EP300,0
chr18,56530440,98,TFs_and_others_MAX,0
chr18,56530440,226,Histone_H2A.Z,0
chr18,56530440,143,TFs_and_others_CIC,0
chr18,56530440,127,Histone_H3K122ac,0
chr7,37550171,1281,TFs_and_others_CTCF,0
chr7,37550171,153,Histone_H3K27me3,0
chr17,8926155,648,TFs_and_others_EZH2,0
chr17,8926155,708,Histone_H3K27ac,0
chr17,8926155,674,Histone_H3K4me2,0
chr17,8926155,1719,Histone_H3K4me3,0
chr17,8926155,171,Histone_H3K9me3,0
chr17,8926155,145,TFs_and_others_MYCN,0
chr17,8926155,148,TFs_and_others_MYC,0
chr17,8926155,164,TFs_and_others_BRD4,0
chr17,8926155,784,Histone_H3K27me3,0
chr17,8926155,70,Histone_H2A.Z,0
chr17,8926155,158,TFs_and_others_CIC,0
chr17,8926155,752,Histone_H3K4me1,0
chr17,8926155,212,TFs_and_others_SUZ12,0
chr16,20199613,145,Histone_H3K27me3,0
chr1,143906967,330,TFs_and_others_NEUROD1,0
chr1,190473739,231,Histone_H3K27me3,0
chr17,9934609,127,TFs_and_others_SMARCA4,0
chr17,9934609,106,Histone_H3K4me1,0
chrX,22156508,115,Histone_H3K27ac,0
chr11,134772692,136,Histone_H3K9ac,0
chr11,134772692,575,Histone_H3K27ac,0
chr11,134772692,271,Histone_H3K4me3,0
chr11,134772692,128,TFs_and_others_RAD21,0
chr11,134772692,319,TFs_and_others_EP300,0
chr11,134772692,202,Histone_H3K4me1,0
chr11,134772692,114,TFs_and_others_SMC3,0
chr1,22054353,300,TFs_and_others_OTX2,0
chr16,70427985,169,Histone_H3K9ac,0
chr16,70427985,245,Histone_H3K27ac,0
chr16,70427985,150,Histone_H3K4me3,0
chr4,54799259,896,TFs_and_others_NFIC,0
chr4,54799259,1216,TFs_and_others_JUN,0
chr4,54799259,377,TFs_and_others_PBX3,0
chr4,54799259,205,TFs_and_others_SMARCA4,0
chr4,54799259,620,TFs_and_others_GATA3,0
chr4,54799259,383,Histone_H3K27ac,0
chr4,54799259,207,Histone_H3K4me2,0
chr4,54799259,498,TFs_and_others_MAU2,0
chr4,54799259,882,TFs_and_others_TCF12,0
chr4,54799259,110,TFs_and_others_RXRA,0
chr4,54799259,311,TFs_and_others_JUND,0
chr4,54799259,216,TFs_and_others_EP300,0
chr4,54799259,295,TFs_and_others_MAX,0
chr4,54799259,106,TFs_and_others_MED1,0
chr4,54799259,200,TFs_and_others_FOSL2,0
chr6,153502082,205,TFs_and_others_RARA,0
chr6,153502082,322,TFs_and_others_MEIS1,0
chr17,181147536,339,Histone_H3K27ac,0
chr17,181147536,157,TFs_and_others_PITX3,0
chr17,181147536,1103,TFs_and_others_MAU2,0
chr17,181147536,229,Histone_H3K4me3,0
chr17,181147536,705,Histone_H3K9me3,0
chr17,181147536,620,Histone_H3.3,0
chr17,181147536,297,Histone_H4K20me1,0
chr16,3230931,98,TFs_and_others_SUZ12,0
chrX,53499154,205,Histone_H3K27me2,0
chrX,53499154,362,Histone_H3K9me3,0
chrX,53499154,387,Histone_H3K27me3,0
chr2,174825622,947,Histone_H3K36me3,0
chr2,174825622,190,Histone_H3K27me3,0
chr7,91628237,168,TFs_and_others_OTX2,0
chr5,164026547,121,Histone_H3K9me3,0
chr10,110624135,235,Histone_H3K27me3,0
chr10,110624135,82,Histone_H3K4me1,0
chr19,9543630,103,Histone_H3K36me3,0
chr15,30826657,525,Histone_H3K27me3,0
chr3,151996567,148,Histone_H3K4me3,0
chr3,151996567,192,Histone_H3K27me3,0
chr15,34010333,90,Histone_H3.3,0
chr10,17675017,86,TFs_and_others_GATA3,0
chr10,17675017,141,TFs_and_others_OTX2,0
chr17,194850394,339,Histone_H3K27ac,0
chr17,194850394,157,TFs_and_others_PITX3,0
chr17,194850394,1103,TFs_and_others_MAU2,0
chr17,194850394,229,Histone_H3K4me3,0
chr17,194850394,705,Histone_H3K9me3,0
chr17,194850394,620,Histone_H3.3,0
chr17,194850394,297,Histone_H4K20me1,0
chrX,125169784,500,Histone_H3K4me3,0
chr3,53230672,269,Histone_H3K9ac,0
chr3,53230672,578,Histone_H3K27ac,0
chr3,53230672,416,Histone_H3K4me2,0
chr3,53230672,185,Histone_H3K4me3,0
chr3,53230672,212,Histone_H3K27me3,0
chr3,53230672,234,Histone_H3K4me1,0
chr5,106866910,203,TFs_and_others_NEUROD1,0
chr5,106866910,487,TFs_and_others_OTX2,0
chr7,98591596,684,Histone_H3K27ac,0
chr6,123375289,181,Histone_H3K27ac,0
chr6,123375289,188,Histone_H3K27me3,0
chr2,202560095,514,Histone_H3K27ac,0
chr17,6757349,52,TFs_and_others_MECP2,0
chr17,6757349,52,Histone_H3K9ac,0
chr17,6757349,225,TFs_and_others_ARID1B,0
chr17,6757349,785,Histone_H3K27ac,0
chr17,6757349,166,Histone_H3K4me2,0
chr17,6757349,1282,Histone_H3K4me3,0
chr17,6757349,519,TFs_and_others_CTCF,0
chr17,6757349,133,Histone_H3K27me3,0
chr17,6757349,109,Histone_H3K4me1,0
chr2,65283935,183,TFs_and_others_OLIG2,0
chr2,65283935,1223,Histone_H3K9ac,0
chr2,65283935,169,TFs_and_others_ARID1A,0
chr2,65283935,168,TFs_and_others_TOP2B,0
chr2,65283935,417,TFs_and_others_ARID1B,0
chr2,65283935,308,TFs_and_others_YY1,0
chr2,65283935,623,TFs_and_others_TFAP2B,0
chr2,65283935,85,TFs_and_others_MGMT,0
chr2,65283935,213,TFs_and_others_SMARCA4,0
chr2,65283935,505,TFs_and_others_CHD8,0
chr2,65283935,171,TFs_and_others_ARNTL,0
chr2,65283935,2894,Histone_H3K27ac,0
chr2,65283935,266,TFs_and_others_BRD2,0
chr2,65283935,842,TFs_and_others_BMI1,0
chr2,65283935,1833,Histone_H3K4me2,0
chr2,65283935,856,Histone_H3K9K14ac,0
chr2,65283935,2377,Histone_H3K4me3,0
chr2,65283935,196,TFs_and_others_MCM3,0
chr2,65283935,233,TFs_and_others_CHD7,0
chr2,65283935,1079,TFs_and_others_MYCN,0
chr2,65283935,380,TFs_and_others_MYC,0
chr2,65283935,725,TFs_and_others_BRD4,0
chr2,65283935,177,TFs_and_others_CTCF,0
chr2,65283935,77,TFs_and_others_EP300,0
chr2,65283935,148,TFs_and_others_GTF3C2,0
chr2,65283935,108,Histone_H3K79me2,0
chr2,65283935,563,TFs_and_others_MAX,0
chr2,65283935,335,TFs_and_others_EBF3,0
chr2,65283935,78,Histone_H3K27me3,0
chr2,65283935,350,Histone_H2A.Z,0
chr2,65283935,521,TFs_and_others_CIC,0
chr2,65283935,968,TFs_and_others_ASCL1,0
chr2,65283935,203,TFs_and_others_MXI1,0
chr2,65283935,103,Histone_H3.3 K27M mutant,0
chr2,65283935,297,Histone_H3K122ac,0
chr2,65283935,196,TFs_and_others_ATRX,0
chr17,1402559,142,Histone_H3K27ac,0
chr17,1402559,136,Histone_H3K4me1,0
chr1,2177329,599,Histone_H3K27ac,0
chr1,2177329,297,Histone_H3K4me2,0
chr1,2177329,85,Histone_H3K4me1,0
chr16,88199864,92,TFs_and_others_KDM1A,0
chr16,88199864,352,TFs_and_others_NFIC,0
chr16,88199864,151,TFs_and_others_YY1,0
chr16,88199864,167,TFs_and_others_Epitope tags,0
chr16,88199864,151,TFs_and_others_PBX3,0
chr16,88199864,353,TFs_and_others_SMARCA4,0
chr16,88199864,411,TFs_and_others_GATA3,0
chr16,88199864,515,TFs_and_others_ISL1,0
chr16,88199864,146,Histone_H3K27ac,0
chr16,88199864,270,TFs_and_others_RARA,0
chr16,88199864,219,Histone_H3K4me2,0
chr16,88199864,144,TFs_and_others_SNAI2,0
chr16,88199864,178,TFs_and_others_TCF12,0
chr16,88199864,214,TFs_and_others_BRD4,0
chr16,88199864,168,TFs_and_others_JUND,0
chr16,88199864,180,TFs_and_others_RAD21,0
chr16,88199864,443,TFs_and_others_EP300,0
chr16,88199864,171,TFs_and_others_MEIS1,0
chr16,88199864,84,TFs_and_others_EBF3,0
chr16,88199864,672,TFs_and_others_TEAD4,0
chr16,88199864,290,TFs_and_others_FOSL2,0
chr16,88199864,95,TFs_and_others_SMARCA2,0
chr16,88199864,127,TFs_and_others_BNC2,0
chr6,110876268,176,TFs_and_others_OLIG2,0
chr6,110876268,831,Histone_H3K27ac,0
chr6,110876268,1008,TFs_and_others_EP300,0
chr13,106213206,326,Histone_H3K27ac,0
chr12,106275941,749,Histone_H3K27ac,0
chr12,106275941,115,Histone_H3K27me3,0
chr12,106275941,64,Histone_H3.3,0
chr12,106275941,412,Histone_H3K4me1,0
chr17,84800838,339,Histone_H3K27ac,0
chr17,84800838,157,TFs_and_others_PITX3,0
chr17,84800838,1103,TFs_and_others_MAU2,0
chr17,84800838,229,Histone_H3K4me3,0
chr17,84800838,705,Histone_H3K9me3,0
chr17,84800838,620,Histone_H3.3,0
chr17,84800838,297,Histone_H4K20me1,0
chr9,116539014,129,Histone_H3K27ac,0
chr8,30398621,329,Histone_H3K27ac,0
chr17,15820626,147,TFs_and_others_EZH2,0
chr17,15820626,373,Histone_H3K27ac,0
chr17,15820626,939,Histone_H3K4me2,0
chr17,15820626,853,Histone_H3K4me3,0
chr17,15820626,290,Histone_H3K27me3,0
chr17,15820626,539,TFs_and_others_CIC,0
chr17,15820626,311,Histone_H3K4me1,0
chr17,57288371,97,Histone_H3K27ac,0
chr17,57288371,1236,Histone_H3K4me2,0
chr17,57288371,2643,Histone_H3K4me3,0
chr17,57288371,230,Histone_H3K79me2,0
chr17,57288371,528,Histone_H3K4me1,0
chr13,96169121,902,TFs_and_others_Epitope tags,0
chr13,96169121,151,Histone_H3K4me3,0
chr13,96169121,162,Histone_H3K27me3,0
chr17,157210688,339,Histone_H3K27ac,0
chr17,157210688,157,TFs_and_others_PITX3,0
chr17,157210688,1103,TFs_and_others_MAU2,0
chr17,157210688,229,Histone_H3K4me3,0
chr17,157210688,705,Histone_H3K9me3,0
chr17,157210688,620,Histone_H3.3,0
chr17,157210688,297,Histone_H4K20me1,0
chr10,74587041,187,Histone_H3K4me1,0
chr10,116716221,84,Histone_H3K27ac,0
chr10,116716221,348,TFs_and_others_RARA,0
chr10,116716221,674,TFs_and_others_TEAD4,0
chr10,116716221,156,TFs_and_others_PHOX2B,0
chr8,72987216,330,TFs_and_others_EZH2,0
chr8,72987216,676,Histone_H3K27ac,0
chr8,72987216,1523,Histone_H3K4me3,0
chr8,72987216,277,Histone_H3K27me3,0
chr17,1629934,72,Histone_H3K36me3,0
chr13,26802243,359,Histone_H3K27ac,0
chr13,26802243,278,TFs_and_others_CHD7,0
chr13,26802243,172,Histone_H3K4me1,0
chr12,9801664,707,Histone_H3K9ac,0
chr12,9801664,527,Histone_H3K27ac,0
chr12,9801664,742,Histone_H3K4me2,0
chr12,9801664,1329,Histone_H3K4me3,0
chr12,9801664,79,Histone_H3K79me2,0
chr12,9801664,186,Histone_H3K4me1,0
chr17,151911033,339,Histone_H3K27ac,0
chr17,151911033,157,TFs_and_others_PITX3,0
chr17,151911033,1103,TFs_and_others_MAU2,0
chr17,151911033,229,Histone_H3K4me3,0
chr17,151911033,705,Histone_H3K9me3,0
chr17,151911033,620,Histone_H3.3,0
chr17,151911033,297,Histone_H4K20me1,0
chr6,86233398,213,Histone_H3K27me3,0
chr17,9331471,239,Histone_H3K27ac,0
chr17,9331471,90,Histone_H3.3,0
chr17,169364157,339,Histone_H3K27ac,0
chr17,169364157,157,TFs_and_others_PITX3,0
chr17,169364157,1103,TFs_and_others_MAU2,0
chr17,169364157,229,Histone_H3K4me3,0
chr17,169364157,705,Histone_H3K9me3,0
chr17,169364157,620,Histone_H3.3,0
chr17,169364157,297,Histone_H4K20me1,0
chr2,35173624,91,Histone_H3K27me3,0
chr1,56418739,120,Histone_H3K4me3,0
chr1,56418739,1376,TFs_and_others_OTX2,0
chr4,15519329,219,TFs_and_others_ISL1,0
chr4,15519329,236,Histone_H3K27ac,0
chr4,15519329,379,Histone_H3K36me3,0
chr4,15519329,141,Histone_H3K9me3,0
chr4,15519329,164,TFs_and_others_PHOX2B,0
chr4,15519329,227,TFs_and_others_HAND2,0
chr15,67799454,405,Histone_H3K27ac,0
chr15,67799454,240,Histone_H3K27me3,0
chr22,42070840,155,Histone_H3K27ac,0
chr22,42070840,390,TFs_and_others_BRD4,0
chr1,204378927,959,Histone_H3K9ac,0
chr1,204378927,403,Histone_H3K27ac,0
chr1,204378927,68,Histone_H3K36me3,0
chr1,204378927,315,Histone_H3K4me2,0
chr1,204378927,1364,Histone_H3K4me3,0
chr1,204378927,102,Histone_H3K79me2,0
chr1,204378927,131,Histone_H4K20me1,0
chr8,23961330,161,Histone_H3K27me3,0
chr20,1169261,146,Histone_H3K27ac,0
chr20,1169261,142,Histone_H3K9me3,0
chr20,1169261,385,Histone_H3K27me3,0
chr20,1169261,433,Histone_H3K4me1,0
chr9,76484277,631,TFs_and_others_SMARCA4,0
chr9,76484277,106,Histone_H3K4me3,0
chr9,76484277,571,TFs_and_others_BRD4,0
chr9,76484277,176,TFs_and_others_NANOG,0
chr9,76484277,317,TFs_and_others_MAX,0
chr9,76484277,122,Histone_H3.3,0
chr9,76484277,175,TFs_and_others_MED1,0
chr9,76484277,123,Histone_H3K4me1,0
chr9,76484277,276,TFs_and_others_FOSL2,0
chr9,76484277,245,TFs_and_others_ATF3,0
chr5,141488471,243,TFs_and_others_OLIG2,0
chr5,141488471,1226,Histone_H3K9ac,0
chr5,141488471,99,TFs_and_others_ARID1A,0
chr5,141488471,248,TFs_and_others_TOP2B,0
chr5,141488471,147,TFs_and_others_JUN,0
chr5,141488471,96,TFs_and_others_ZFP3,0
chr5,141488471,146,TFs_and_others_DCP1A,0
chr5,141488471,301,TFs_and_others_ARID1B,0
chr5,141488471,290,TFs_and_others_YY1,0
chr5,141488471,144,TFs_and_others_Epitope tags,0
chr5,141488471,131,TFs_and_others_TFAP2B,0
chr5,141488471,141,TFs_and_others_MGMT,0
chr5,141488471,149,TFs_and_others_SMARCA4,0
chr5,141488471,640,TFs_and_others_CHD8,0
chr5,141488471,319,TFs_and_others_ARNTL,0
chr5,141488471,117,TFs_and_others_E2F1,0
chr5,141488471,3133,Histone_H3K27ac,0
chr5,141488471,287,TFs_and_others_BRD2,0
chr5,141488471,766,TFs_and_others_BMI1,0
chr5,141488471,395,TFs_and_others_TAF1,0
chr5,141488471,1485,Histone_H3K4me2,0
chr5,141488471,1183,Histone_H3K9K14ac,0
chr5,141488471,2997,Histone_H3K4me3,0
chr5,141488471,132,Histone_H3K9me3,0
chr5,141488471,233,TFs_and_others_MCM3,0
chr5,141488471,112,TFs_and_others_ARID2,0
chr5,141488471,239,TFs_and_others_CHD7,0
chr5,141488471,269,TFs_and_others_NEUROD1,0
chr5,141488471,81,TFs_and_others_SIN3A,0
chr5,141488471,588,TFs_and_others_MYCN,0
chr5,141488471,726,TFs_and_others_BRD4,0
chr5,141488471,400,TFs_and_others_RAD21,0
chr5,141488471,334,TFs_and_others_CTCF,0
chr5,141488471,785,TFs_and_others_EP300,0
chr5,141488471,926,TFs_and_others_GTF3C2,0
chr5,141488471,93,TFs_and_others_REST,0
chr5,141488471,158,Histone_H3K79me2,0
chr5,141488471,395,TFs_and_others_MAX,0
chr5,141488471,222,TFs_and_others_EBF3,0
chr5,141488471,93,Histone_H3K27me3,0
chr5,141488471,247,Histone_H2A.Z,0
chr5,141488471,167,Histone_H3.3,0
chr5,141488471,813,TFs_and_others_CIC,0
chr5,141488471,210,Histone_H3K4me1,0
chr5,141488471,348,TFs_and_others_PHF8,0
